,name,club,league,attacking,defending,goalkeeping,average_age,international_reputation,mentality,movement,overall,potential,power,skill,skill_moves,value_eur,wage_eur,work_rate,year
20815,P. Sisto,RC Celta,La Liga,67,46,10,24,1,61,77,77,83,73,76,4,12000000,23000,High,2020
20816,J. Bednarek,Southampton,Premier League,45,76,11,23,1,53,63,77,83,53,41,2,11000000,41000,Medium,2020
20817,D. Calvert-Lewin,Everton,Premier League,70,30,10,22,1,64,75,77,83,77,61,3,12500000,68000,High,2020
20818,O. Duda,Hertha BSC,Bundesliga,68,62,13,24,1,58,73,77,83,68,77,4,12000000,25000,Medium,2020
20819,M. Lopez,Olympique de Marseille,Ligue 1,70,63,10,21,1,71,80,77,83,63,75,4,12000000,26000,Medium,2020
20820,Vallejo,Wolverhampton Wanderers,Premier League,53,77,11,22,1,53,71,77,83,56,51,2,11000000,55000,Low,2020
20821,K. Laimer,RB Leipzig,Bundesliga,68,74,11,22,1,69,78,77,83,71,69,3,12000000,41000,Medium,2020
20822,Borja Mayoral,Levante UD,La Liga,72,31,10,22,1,60,71,77,83,74,67,3,12500000,24000,Medium,2020
20823,Córdoba,Athletic Club de Bilbao,La Liga,67,69,10,22,1,68,79,77,83,70,68,4,12000000,23000,Medium,2020
20824,W. Hughes,Watford,Premier League,66,70,11,24,1,71,70,77,82,61,71,4,12000000,52000,Medium,2020
20825,M. Weiser,Bayer 04 Leverkusen,Bundesliga,68,72,12,25,2,71,80,77,82,65,71,4,10500000,47000,High,2020
20826,Andreas Pereira,Manchester United,Premier League,71,65,10,23,1,72,75,77,82,71,79,4,11500000,81000,Medium,2020
20827,Emerson,Chelsea,Premier League,60,74,10,24,2,64,76,77,82,70,69,3,10500000,68000,High,2020
20828,M. Benassi,Fiorentina,Serie A,70,71,9,24,2,69,68,77,82,74,72,3,11500000,43000,High,2020
20829,A. Djiku,RC Strasbourg Alsace,Ligue 1,56,76,9,24,1,62,70,77,82,66,60,2,10500000,23000,Medium,2020
20830,Diego Llorente,Real Sociedad,La Liga,55,75,9,25,1,61,64,77,82,60,53,2,10500000,24000,Medium,2020
20831,W. Cyprien,OGC Nice,Ligue 1,71,73,11,24,2,74,75,77,82,78,77,4,11500000,28000,Medium,2020
20832,N. Bentaleb,FC Schalke 04,Bundesliga,65,65,11,24,2,77,69,77,82,77,73,4,11500000,27000,Medium,2020
20833,P. Højbjerg,Southampton,Premier League,66,71,10,23,2,69,65,77,82,76,73,3,11500000,45000,High,2020
20834,A. Petagna,SPAL,Serie A,71,35,3,24,1,62,64,77,82,76,65,3,12000000,16000,Medium,2020
20835,K. Tete,Olympique Lyonnais,Ligue 1,59,80,10,23,2,64,72,77,82,66,57,2,10500000,47000,Medium,2020
20836,G. Escalante,SD Eibar,La Liga,65,75,10,26,1,72,68,77,82,73,66,3,10500000,22000,Medium,2020
20837,Alex Berenguer,Torino,Serie A,66,64,11,23,1,69,78,77,82,67,68,3,12000000,37000,Medium,2020
20838,O. Colley,Sampdoria,Serie A,48,77,9,26,1,49,61,77,82,60,48,2,10500000,32000,Medium,2020
20839,S. Sensi,Inter,Serie A,56,69,9,23,1,71,68,77,82,64,77,3,11500000,48000,Medium,2020
20840,M. Gaćinović,Eintracht Frankfurt,Bundesliga,64,63,10,24,1,67,79,77,82,66,68,4,12000000,30000,Medium,2020
20841,M. Diakhaby,Valencia CF,La Liga,49,75,12,22,1,59,54,77,82,61,47,2,10500000,26000,Medium,2020
20842,M. Arambarri,Getafe CF,La Liga,58,77,11,23,1,66,56,77,82,66,67,3,11000000,19000,Medium,2020
20843,M. Niang,Stade Rennais FC,Ligue 1,69,24,4,24,2,61,78,77,81,72,71,3,12000000,39000,High,2020
20844,R. Bensebaini,Borussia Mönchengladbach,Bundesliga,63,77,10,24,2,65,65,77,81,68,61,3,10000000,22000,Medium,2020
20845,Aritz Elustondo,Real Sociedad,La Liga,55,75,10,25,1,53,65,77,81,59,52,2,10500000,24000,Low,2020
20846,N. Redmond,Southampton,Premier League,60,26,11,25,2,54,83,77,80,63,71,4,11000000,50000,High,2020
20847,T. Koubek,FC Augsburg,Bundesliga,14,14,76,26,1,22,41,77,80,47,18,1,8000000,19000,Medium,2020
20848,L. Ocampos,Sevilla FC,La Liga,74,54,10,24,2,73,77,77,80,80,71,4,11500000,16000,High,2020
20849,J. Lukaku,Lazio,Serie A,65,70,10,24,2,66,83,77,80,74,65,3,11500000,39000,High,2020
20850,K. Ayhan,Fortuna Düsseldorf,Bundesliga,58,75,11,24,1,63,67,77,80,76,72,3,10000000,24000,High,2020
20851,S. Boufal,Southampton,Premier League,62,29,11,25,2,56,78,77,80,58,74,4,11000000,50000,High,2020
20852,P. Max,FC Augsburg,Bundesliga,61,71,11,25,1,63,77,77,80,68,75,3,10000000,23000,High,2020
20853,Y. Gerhardt,VfL Wolfsburg,Bundesliga,65,74,10,25,2,69,70,77,80,71,70,3,11000000,41000,Medium,2020
20854,B. Bourigeaud,Stade Rennais FC,Ligue 1,68,59,12,25,1,75,71,77,80,73,77,4,11000000,39000,Medium,2020
20855,I. Bebou,TSG 1899 Hoffenheim,Bundesliga,66,31,11,25,1,56,83,77,80,68,64,4,11000000,36000,Medium,2020
20856,Wendell,Bayer 04 Leverkusen,Bundesliga,54,75,10,25,2,73,78,77,80,65,72,4,10000000,47000,High,2020
20857,A. Schöpf,FC Schalke 04,Bundesliga,66,57,10,25,1,64,76,77,80,71,70,3,11000000,30000,High,2020
20858,E. Mendy,Stade Rennais FC,Ligue 1,10,11,74,27,1,18,44,77,80,40,14,1,8000000,30000,Medium,2020
20859,C. Piccini,Valencia CF,La Liga,56,77,8,26,1,62,71,77,79,65,62,3,9500000,31000,Medium,2020
20860,C. Coady,Wolverhampton Wanderers,Premier League,64,77,10,26,1,66,55,77,79,71,67,2,9500000,65000,Low,2020
20861,R. Knoche,VfL Wolfsburg,Bundesliga,49,77,11,27,2,52,54,77,79,59,48,2,9500000,39000,Medium,2020
20862,L. Bittencourt,TSG 1899 Hoffenheim,Bundesliga,65,55,12,25,2,65,83,77,79,63,76,3,11000000,33000,Medium,2020
20863,B. Reynet,Toulouse Football Club,Ligue 1,19,11,76,28,2,23,46,77,79,47,17,1,7500000,23000,Medium,2020
20864,K. Stöger,Fortuna Düsseldorf,Bundesliga,65,38,12,25,1,57,73,77,79,66,73,3,11000000,30000,Medium,2020
20865,Sergio Rico,Sevilla FC,La Liga,17,12,76,25,2,26,54,77,79,44,19,1,8000000,12000,Medium,2020
20866,S. Lainer,Borussia Mönchengladbach,Bundesliga,66,73,9,26,1,65,79,77,79,74,62,3,9500000,26000,High,2020
20867,Trezeguet,Aston Villa,Premier League,66,35,10,24,3,54,76,77,79,72,71,4,11000000,52000,High,2020
20868,P. Lees-Melou,OGC Nice,Ligue 1,67,67,10,26,1,69,70,77,79,71,75,4,10500000,32000,High,2020
20869,J. Shelvey,Newcastle United,Premier League,69,61,12,27,2,73,64,77,78,74,75,3,10000000,40000,Low,2020
20870,C. Wood,Burnley,Premier League,68,32,13,27,1,67,67,77,78,76,64,2,10500000,39000,High,2020
20871,M. Plattenhardt,Hertha BSC,Bundesliga,64,77,13,27,2,65,72,77,78,71,79,3,9000000,26000,Medium,2020
20872,D. Pröpper,Brighton & Hove Albion,Premier League,67,67,11,27,2,70,67,77,78,76,74,4,10000000,47000,Medium,2020
20873,N. Gudelj,Sevilla FC,La Liga,70,71,10,27,2,73,63,77,78,81,74,3,9000000,16000,Medium,2020
20874,Juanmi,Real Betis,La Liga,74,26,9,26,1,58,76,77,78,65,65,3,10500000,26000,Medium,2020
20875,R. Funes Mori,Villarreal CF,La Liga,55,76,9,28,2,64,63,77,78,69,60,2,8500000,30000,Medium,2020
20876,M. van Ginkel,Chelsea,Premier League,75,70,11,26,2,73,65,77,78,73,73,3,10500000,87000,High,2020
20877,Pedro Obiang,Sassuolo,Serie A,65,75,7,27,2,68,64,77,78,72,69,3,9000000,45000,Medium,2020
20878,Bruno,Getafe CF,La Liga,43,76,10,29,1,54,40,77,78,60,51,2,8500000,23000,Medium,2020
20879,D. Sidibé,Everton,Premier League,65,73,10,26,2,66,73,77,78,76,74,3,9000000,65000,High,2020
20880,Pablo,FC Girondins de Bordeaux,Ligue 1,53,78,12,28,1,61,62,77,78,66,52,2,8500000,31000,Medium,2020
20881,L. Kurzawa,Paris Saint-Germain,Ligue 1,71,75,11,26,2,70,73,77,78,72,70,4,9000000,61000,High,2020
20882,N. Füllkrug,SV Werder Bremen,Bundesliga,72,31,11,26,1,62,62,77,78,73,66,3,10500000,31000,High,2020
20883,A. Younes,Napoli,Serie A,60,32,13,25,2,61,81,77,78,54,73,4,10500000,53000,Medium,2020
20884,M. De Sciglio,Juventus,Serie A,58,78,4,26,2,64,75,77,78,68,66,3,9000000,77000,Medium,2020
20885,Rubén Sobrino,Valencia CF,La Liga,70,35,10,27,1,59,74,77,78,69,66,3,10500000,36000,High,2020
20886,Y. Bounou,Girona FC,La Liga,19,17,75,28,1,26,43,77,78,47,21,1,7500000,9000,Medium,2020
20887,M. Elneny,Arsenal,Premier League,60,74,11,26,1,68,63,77,78,74,69,3,9500000,65000,Medium,2020
20888,K. Lasagna,Udinese,Serie A,70,21,13,26,2,54,81,77,78,69,62,3,10500000,20000,High,2020
20889,D. Baier,FC Augsburg,Bundesliga,63,72,8,35,2,70,62,77,77,63,73,3,2800000,17000,Medium,2020
20890,Iván Ramis,SD Eibar,La Liga,61,76,10,34,2,64,45,77,77,73,67,2,3300000,22000,Medium,2020
20891,Iván Cuéllar,CD Leganés,La Liga,20,15,76,35,1,25,56,77,77,49,20,1,2400000,14000,Medium,2020
20892,J. Hart,Burnley,Premier League,18,14,74,32,3,29,53,77,77,45,21,1,5500000,27000,Medium,2020
20893,A. Young,Manchester United,Premier League,69,74,14,33,2,71,73,77,77,65,75,4,4000000,85000,High,2020
20894,Gelson Fernandes,Eintracht Frankfurt,Bundesliga,60,77,11,32,2,68,64,77,77,71,62,2,6000000,31000,Medium,2020
20895,Javi García,Real Betis,La Liga,66,74,11,32,2,69,56,77,77,76,63,3,6000000,22000,Low,2020
20896,V. Ibišević,Hertha BSC,Bundesliga,77,35,14,34,2,69,56,77,77,69,64,3,4700000,31000,Medium,2020
20897,G. Cahill,Crystal Palace,Premier League,54,78,8,33,3,62,49,77,77,67,50,2,4200000,47000,Medium,2020
20898,T. Walcott,Everton,Premier League,69,37,9,30,3,64,81,77,77,65,73,3,8500000,71000,Medium,2020
20899,Danilo,Bologna,Serie A,41,80,8,35,2,55,55,77,77,60,47,2,2700000,21000,Low,2020
20900,L. Schøne,Genoa,Serie A,74,56,12,33,2,73,62,77,77,72,81,3,5000000,19000,Medium,2020
20901,G. Murray,Brighton & Hove Albion,Premier League,72,32,12,35,1,72,53,77,77,71,56,2,4100000,39000,Low,2020
20902,C. Bravo,Manchester City,Premier League,22,17,77,36,3,34,61,77,77,54,34,1,1500000,47000,Medium,2020
20903,R. Gurtner,Amiens SC,Ligue 1,13,11,76,32,1,21,45,77,77,48,17,1,5500000,15000,Medium,2020
20904,M. Schneiderlin,Everton,Premier League,65,75,10,29,2,68,63,77,77,68,69,3,7500000,68000,Low,2020
20905,Miguel Veloso,Hellas Verona,Serie A,72,63,11,33,3,72,62,77,77,70,80,3,5000000,19000,Medium,2020
20906,L. Rémy,LOSC Lille,Ligue 1,71,26,12,32,2,66,71,77,77,73,65,4,7000000,41000,Medium,2020
20907,M. Suchý,FC Augsburg,Bundesliga,56,76,12,31,1,58,65,77,77,70,53,2,6500000,24000,Low,2020
20908,S. De Maio,Udinese,Serie A,34,79,6,32,2,50,58,77,77,66,44,2,5500000,17000,Medium,2020
20909,F. Delph,Everton,Premier League,67,74,10,29,2,73,76,77,77,75,72,3,7500000,68000,Medium,2020
20910,N. Subotić,1. FC Union Berlin,Bundesliga,48,80,7,30,2,58,55,77,77,69,49,2,7000000,35000,Medium,2020
20911,Roberto,West Ham United,Premier League,20,17,75,33,2,26,55,77,77,50,21,1,4800000,52000,Medium,2020
20912,M. Dossevi,Toulouse Football Club,Ligue 1,68,32,12,31,1,59,77,77,77,68,74,3,8000000,32000,High,2020
20913,A. Ogbonna,West Ham United,Premier League,50,79,4,31,2,54,58,77,77,66,54,2,6500000,65000,Medium,2020
20914,I. Traoré,Borussia Mönchengladbach,Bundesliga,66,44,7,31,2,58,85,77,77,64,78,4,8000000,29000,High,2020
20915,A. Poli,Bologna,Serie A,66,73,5,29,2,72,72,77,77,68,74,3,8500000,34000,Medium,2020
20916,D. Drinkwater,Burnley,Premier League,66,72,9,29,2,69,67,77,77,67,75,3,8500000,38000,Medium,2020
20917,D. Janmaat,Watford,Premier League,70,74,10,29,2,71,68,77,77,71,69,3,7500000,57000,High,2020
20918,A. Dragović,Bayer 04 Leverkusen,Bundesliga,54,76,9,28,2,69,66,77,77,69,56,2,8000000,52000,Medium,2020
20919,A. Westwood,Burnley,Premier League,65,75,10,29,1,72,70,77,77,72,76,3,8500000,38000,Medium,2020
20920,D. Latza,1. FSV Mainz 05,Bundesliga,60,71,11,29,1,74,71,77,77,76,68,3,8500000,30000,High,2020
20921,Victor Sánchez,RCD Espanyol,La Liga,67,75,9,31,1,73,66,77,77,67,72,3,7500000,28000,Low,2020
20922,T. Pukki,Norwich City,Premier League,65,25,9,29,1,62,76,77,77,72,55,3,9000000,53000,High,2020
20923,J. Kucka,Parma,Serie A,70,77,10,32,2,75,64,77,77,85,72,3,6500000,42000,Medium,2020
20924,T. Rincón,Torino,Serie A,61,77,11,31,2,69,73,77,77,80,67,3,7500000,42000,Medium,2020
20925,Y. Mallı,VfL Wolfsburg,Bundesliga,66,27,13,27,2,64,75,77,77,63,75,4,9500000,43000,Medium,2020
20926,C. Tosun,Everton,Premier League,72,27,11,28,2,66,70,77,77,75,70,3,9000000,80000,High,2020
20927,G. Burgstaller,FC Schalke 04,Bundesliga,73,30,10,30,1,65,68,77,77,78,61,3,8500000,34000,High,2020
20928,Rômulo,Genoa,Serie A,66,71,8,32,1,73,79,77,77,72,77,4,7000000,19000,Medium,2020
20929,J. Martin,RC Strasbourg Alsace,Ligue 1,67,69,11,29,2,72,65,77,77,71,74,4,8500000,31000,High,2020
20930,P. Herrmann,Borussia Mönchengladbach,Bundesliga,68,36,10,28,2,61,77,77,77,66,71,3,9000000,30000,Medium,2020
20931,Tomás Pina,Deportivo Alavés,La Liga,65,70,10,31,1,71,57,77,77,69,71,3,7500000,25000,Medium,2020
20932,Sergio León,Levante UD,La Liga,72,36,9,30,2,63,76,77,77,73,69,3,8500000,27000,High,2020
20933,Lucas Pérez,Deportivo Alavés,La Liga,74,25,10,30,2,68,72,77,77,71,77,4,8500000,27000,Medium,2020
20934,Arbilla,SD Eibar,La Liga,62,75,11,32,1,64,63,77,77,75,74,2,5500000,22000,Medium,2020
20935,M. Esser,Hannover 96,Bundesliga,18,17,74,31,1,29,42,77,77,50,19,1,5500000,23000,Medium,2020
20936,R. Saponara,Genoa,Serie A,67,41,4,27,2,61,68,77,77,65,77,4,9500000,19000,High,2020
20937,L. Tonelli,Napoli,Serie A,45,79,10,29,2,50,70,77,77,57,44,2,7500000,53000,Low,2020
20938,E. Bičakčić,TSG 1899 Hoffenheim,Bundesliga,48,76,12,29,2,56,60,77,77,62,42,2,7500000,33000,Medium,2020
20939,F. Fajr,Getafe CF,La Liga,68,68,12,30,2,72,69,77,77,64,78,3,8000000,24000,High,2020
20940,L. Castro,Cagliari,Serie A,68,64,8,30,2,71,73,77,77,69,76,4,8000000,33000,High,2020
20941,V. Chiricheș,Napoli,Serie A,62,81,11,29,2,57,65,77,77,71,53,2,7500000,53000,Medium,2020
20942,Marçal,Olympique Lyonnais,Ligue 1,60,77,11,30,2,67,75,77,77,70,67,3,7000000,54000,Medium,2020
20943,Roger,Levante UD,La Liga,71,36,13,28,2,64,75,77,77,72,58,3,9000000,28000,High,2020
20944,T. Strobl,Borussia Mönchengladbach,Bundesliga,51,79,11,29,2,66,55,77,77,72,57,2,7500000,27000,Medium,2020
20945,R. Saïss,Wolverhampton Wanderers,Premier League,60,75,10,29,1,66,65,77,77,66,63,3,7500000,68000,Medium,2020
20946,Nacho,Real Valladolid CF,La Liga,61,76,11,30,1,59,80,77,77,74,66,3,7000000,20000,High,2020
20947,F. Ferreyra,RCD Espanyol,La Liga,69,25,11,28,1,59,69,77,77,69,58,3,9000000,32000,Medium,2020
20948,M. Sportiello,Atalanta,Serie A,18,18,75,27,2,27,54,77,77,47,19,1,6500000,36000,Medium,2020
20949,J. Palomino,Atalanta,Serie A,52,77,10,29,1,52,54,77,77,54,54,2,7500000,47000,Low,2020
20950,A. Marušić,Lazio,Serie A,71,71,8,26,1,69,76,77,77,78,68,3,9500000,45000,High,2020
20951,Sergi Guardiola,Real Valladolid CF,La Liga,70,23,11,28,1,62,74,77,77,75,62,3,9000000,24000,High,2020
20952,P. Foden,Manchester City,Premier League,61,53,10,19,1,62,78,76,90,59,71,4,16500000,52000,Medium,2020
20953,M. Kean,Everton,Premier League,64,23,9,19,1,52,77,76,89,70,60,3,14500000,43000,Medium,2020
20954,Rodrygo,Real Madrid,La Liga,68,25,8,18,1,57,83,76,89,68,69,4,14000000,47000,Medium,2020
20955,A. Lunin,Real Valladolid CF,La Liga,14,15,75,20,1,26,38,76,88,42,16,1,11000000,10000,Medium,2020
20956,A. Maier,Hertha BSC,Bundesliga,54,70,9,20,1,60,70,76,87,66,64,3,13000000,20000,Medium,2020
20957,R. Mandragora,Udinese,Serie A,64,73,13,22,1,66,67,76,86,71,70,3,12000000,15000,Medium,2020
20958,K. Tierney,Arsenal,Premier League,56,73,12,22,1,64,80,76,86,78,68,3,11000000,52000,High,2020
20959,G. Mancini,Roma,Serie A,51,77,9,23,1,54,55,76,86,61,43,2,11500000,29000,Medium,2020
20960,A. Lookman,RB Leipzig,Bundesliga,65,24,10,21,1,62,82,76,86,67,68,3,12500000,32000,High,2020
20961,T. Adams,RB Leipzig,Bundesliga,55,73,9,20,1,67,78,76,86,66,61,3,11500000,28000,High,2020
20962,R. Orsolini,Bologna,Serie A,68,34,10,22,1,55,75,76,86,68,75,4,12500000,27000,High,2020
20963,E. N'Dicka,Eintracht Frankfurt,Bundesliga,51,75,8,19,1,59,63,76,86,66,48,2,11000000,15000,Medium,2020
20964,W. McKennie,FC Schalke 04,Bundesliga,64,74,9,20,1,72,70,76,86,79,66,3,12500000,21000,Medium,2020
20965,J. Koundé,Sevilla FC,La Liga,46,78,11,20,1,49,70,76,86,56,49,2,11500000,11000,Medium,2020
20966,Kangin Lee,Valencia CF,La Liga,63,24,11,18,1,58,76,76,86,57,77,4,11500000,11000,High,2020
20967,B. Embolo,Borussia Mönchengladbach,Bundesliga,67,35,9,22,2,63,72,76,85,72,67,3,12000000,25000,Medium,2020
20968,T. Castagne,Atalanta,Serie A,62,73,12,23,1,62,75,76,85,65,62,3,12000000,40000,Medium,2020
20969,Edu Expósito,SD Eibar,La Liga,58,63,9,22,1,64,64,76,85,60,60,4,11500000,20000,Medium,2020
20970,T. Abraham,Chelsea,Premier League,66,24,10,21,1,55,67,76,85,71,55,3,12000000,67000,Medium,2020
20971,Aleñá,FC Barcelona,La Liga,57,60,10,21,1,68,75,76,85,65,71,4,12000000,81000,High,2020
20972,A. Ndiaye,Getafe CF,La Liga,68,42,8,22,1,58,80,76,85,70,69,4,12000000,20000,High,2020
20973,I. Sangaré,Toulouse Football Club,Ligue 1,69,74,8,21,1,70,69,76,85,74,68,3,11000000,18000,Medium,2020
20974,F. Benković,Leicester City,Premier League,46,74,9,21,1,58,58,76,85,71,56,2,11000000,43000,Medium,2020
20975,S. Chukwueze,Villarreal CF,La Liga,64,35,8,20,1,55,83,76,85,68,69,4,12000000,22000,High,2020
20976,P. Gollini,Atalanta,Serie A,20,17,74,24,1,20,54,76,84,45,19,1,8500000,28000,Medium,2020
20977,I. Pussetto,Udinese,Serie A,68,22,10,23,1,49,74,76,84,72,61,3,11500000,17000,High,2020
20978,M. Locatelli,Sassuolo,Serie A,67,75,11,21,1,66,61,76,84,70,71,3,10500000,30000,Medium,2020
20979,M. Çelik,LOSC Lille,Ligue 1,58,73,10,22,1,67,73,76,84,60,63,3,10000000,27000,High,2020
20980,Álex Remiro,Real Sociedad,La Liga,16,16,75,24,1,23,52,76,84,48,18,1,8500000,16000,Medium,2020
20981,X. Schlager,VfL Wolfsburg,Bundesliga,59,64,8,21,1,71,79,76,84,73,70,3,11500000,30000,High,2020
20982,J. Brekalo,VfL Wolfsburg,Bundesliga,63,36,8,21,1,52,82,76,84,62,69,4,11500000,33000,Medium,2020
20983,Z. Steffen,Fortuna Düsseldorf,Bundesliga,19,12,75,24,1,30,56,76,84,49,24,1,8500000,18000,Medium,2020
20984,M. Sarr,OGC Nice,Ligue 1,60,75,9,20,1,62,71,76,84,67,63,2,10500000,20000,Low,2020
20985,A. Danjuma Groeneveld,Bournemouth,Premier League,63,44,11,22,1,53,77,76,84,72,72,4,11500000,49000,High,2020
20986,M. Terrier,Olympique Lyonnais,Ligue 1,70,33,8,22,1,59,75,76,84,70,70,4,11500000,53000,Medium,2020
20987,A. Haidara,RB Leipzig,Bundesliga,64,65,8,21,1,69,74,76,84,74,72,4,11500000,32000,Medium,2020
20988,I. Hayden,Newcastle United,Premier League,53,75,10,24,1,67,61,76,83,70,58,2,10000000,29000,Medium,2020
20989,Rubén Blanco,RC Celta,La Liga,21,15,75,23,1,22,56,76,83,42,17,1,8000000,14000,Medium,2020
20990,K. Linetty,Sampdoria,Serie A,59,72,10,24,2,69,73,76,83,70,64,3,10500000,28000,High,2020
20991,A. Gunn,Southampton,Premier League,18,16,74,23,1,28,49,76,83,46,24,1,8000000,29000,Medium,2020
20992,J. Augustin,RB Leipzig,Bundesliga,68,25,9,22,1,56,78,76,83,67,59,4,11000000,42000,Medium,2020
20993,R. Holding,Arsenal,Premier League,51,77,12,23,1,56,62,76,83,58,50,2,10000000,52000,Medium,2020
20994,W. Anton,Hannover 96,Bundesliga,53,76,12,22,1,61,64,76,83,66,56,3,10000000,23000,Medium,2020
20995,L. Blas,En Avant de Guingamp,Ligue 1,70,63,12,21,1,68,76,76,83,68,70,4,11000000,8000,High,2020
20996,A. Harit,FC Schalke 04,Bundesliga,62,42,11,22,2,57,79,76,83,52,71,5,11000000,25000,High,2020
20997,Zubeldia,Real Sociedad,La Liga,63,71,9,22,1,67,63,76,83,68,73,3,10000000,21000,Medium,2020
20998,P. Schick,Roma,Serie A,72,31,11,23,2,57,72,76,83,68,71,4,11000000,35000,Medium,2020
20999,N. Milenković,Fiorentina,Serie A,56,75,9,21,1,52,57,76,83,69,49,2,10000000,30000,Medium,2020
21000,Unai Núñez,Athletic Club de Bilbao,La Liga,44,73,10,22,1,47,58,76,83,53,37,2,10000000,18000,Medium,2020
21001,B. Engels,Aston Villa,Premier League,55,74,10,24,2,58,55,76,82,59,50,2,9500000,40000,Medium,2020
21002,D. Ćaleta-Car,Olympique de Marseille,Ligue 1,48,75,8,22,1,59,61,76,82,66,51,2,9500000,25000,Medium,2020
21003,F. Guilbert,Aston Villa,Premier League,58,76,11,24,1,60,70,76,82,70,60,3,9500000,40000,High,2020
21004,Matheus Pereira,West Bromwich Albion,Premier League,66,36,13,23,1,62,80,76,82,69,73,4,10500000,36000,Medium,2020
21005,Toni Villa,Real Valladolid CF,La Liga,62,53,11,24,1,62,81,76,82,55,72,4,10500000,17000,High,2020
21006,Y. Aït Bennasser,AS Monaco,Ligue 1,65,65,9,22,1,63,72,76,82,69,74,3,10500000,30000,Medium,2020
21007,S. Ascacíbar,VfB Stuttgart,Bundesliga,50,79,8,22,1,62,76,76,82,70,56,2,9500000,21000,Medium,2020
21008,T. Hernández,Milan,Serie A,67,71,8,21,1,58,77,76,82,69,65,3,9500000,23000,High,2020
21009,Y. En-Nesyri,CD Leganés,La Liga,67,28,11,22,1,59,68,76,82,74,61,3,10500000,27000,High,2020
21010,D. Praet,Leicester City,Premier League,70,60,9,25,2,66,71,76,81,68,75,4,10000000,63000,High,2020
21011,Y. Mvogo,RB Leipzig,Bundesliga,18,19,75,25,1,28,54,76,81,48,20,1,7500000,30000,Medium,2020
21012,L. Augustinsson,SV Werder Bremen,Bundesliga,63,74,11,25,1,67,74,76,81,70,73,3,9000000,23000,High,2020
21013,M. Cornet,Olympique Lyonnais,Ligue 1,71,31,11,22,1,62,81,76,81,75,67,3,10500000,53000,High,2020
21014,Gonçalo Paciência,Eintracht Frankfurt,Bundesliga,66,24,10,24,1,67,69,76,81,73,62,4,10500000,31000,Medium,2020
21015,L. Waldschmidt,SC Freiburg,Bundesliga,68,23,11,23,1,60,76,76,81,70,67,3,10500000,23000,Medium,2020
21016,Rubén Duarte,Deportivo Alavés,La Liga,58,79,11,23,1,55,68,76,81,57,64,2,9000000,18000,Medium,2020
21017,Pedraza,Real Betis,La Liga,69,69,10,23,1,67,74,76,81,71,70,3,10500000,20000,High,2020
21018,Xeka,LOSC Lille,Ligue 1,57,69,6,24,1,69,62,76,81,73,75,4,9500000,27000,Medium,2020
21019,B. Raman,FC Schalke 04,Bundesliga,68,20,11,24,1,59,86,76,80,65,69,3,10000000,25000,High,2020
21020,S. Denswil,Bologna,Serie A,56,76,9,26,1,64,55,76,80,69,69,3,9000000,28000,Medium,2020
21021,Wallace,Lazio,Serie A,45,76,11,24,2,52,57,76,80,53,41,2,9000000,33000,Medium,2020
21022,Camarasa,Crystal Palace,Premier League,67,70,10,25,1,72,67,76,80,74,73,3,10000000,46000,High,2020
21023,M. Nakamba,Aston Villa,Premier League,50,76,11,25,1,64,75,76,80,74,59,3,9000000,44000,Medium,2020
21024,F. Kamano,FC Girondins de Bordeaux,Ligue 1,67,32,11,23,1,58,80,76,80,66,69,4,10000000,29000,Medium,2020
21025,N. Araújo,RC Celta,La Liga,50,76,8,27,1,53,62,76,79,63,55,2,8500000,21000,Low,2020
21026,Aitor,Levante UD,La Liga,21,13,74,28,1,24,60,76,79,46,22,1,7000000,18000,Medium,2020
21027,R. Morrison,Sheffield United,Premier League,66,52,12,26,1,58,74,76,79,60,76,3,9500000,34000,Medium,2020
21028,M. Elyounoussi,Southampton,Premier League,72,38,9,24,1,58,77,76,79,72,72,4,10000000,42000,Medium,2020
21029,J. Locadia,Brighton & Hove Albion,Premier League,70,31,9,25,1,64,69,76,79,71,71,3,10000000,46000,High,2020
21030,C. Taylor,Burnley,Premier League,62,75,10,25,1,65,70,76,79,70,69,3,8500000,29000,High,2020
21031,J. Córdoba,1. FC Köln,Bundesliga,67,37,10,26,1,68,74,76,79,78,62,3,9500000,29000,High,2020
21032,Pere Pons,Deportivo Alavés,La Liga,60,70,10,26,1,66,68,76,79,68,68,3,9500000,23000,Medium,2020
21033,R. Khedira,FC Augsburg,Bundesliga,50,74,10,25,1,61,60,76,79,65,54,2,8500000,21000,Medium,2020
21034,D. Kohr,Eintracht Frankfurt,Bundesliga,57,75,8,25,2,64,69,76,79,71,62,3,8500000,28000,Medium,2020
21035,A. Masuaku,West Ham United,Premier League,65,71,7,25,1,63,80,76,79,72,70,4,8500000,57000,High,2020
21036,D. Yedlin,Newcastle United,Premier League,60,73,10,25,1,63,84,76,79,70,59,3,8500000,32000,High,2020
